label	text
anger	My son's football team hadn't been performing very well at all. They still got to participate in a tournament at the end of the season. They ended up winning all the tournament games! 
anger	I was pretty let down when I didn't get a good raise
surprise	My daughter is very good at spelling. She made it to the final round in the spelling bee and she won!
joy	felt caring when my child was born
joy	I used to want to have almost every career available. Now I just want a decent paying job.
anger	when my coworker kept getting rated number 1 
surprise	I hit my goal weight of 180lbs
trust	I'm sure that things will turn around for me financially soon.
sad	I've got something I'm really ashamed of.
surprise	I once accidentally called my girlfriend by my ex-girlfriend's name.  I couldn't believe I made that mistake.
trust	I was pretty confident that I was going to place in the top ten of the marathon
anticipating	I don't think I want to go on a cruise.
anger	The other day I backed out of a parking spot and tapped a parked car.  It left a dent but I left without notifying the owner.  It was not an action I am proud of.
joy	I'm very proud of my daughters' musical abilities.
anger	when i forgot my wallet! 
anger	I feel bad I lied to my friend.
surprise	I used the bathroom at a grocery store and had to poop really bad. I commenced pooping and starting humming a song and didn't realize there was a person 2 stalls down from me.
trust	I lied to my mother so I didn't have to take her to the doctor's.
joy	to be a parent, to have my daughter. 
joy	I woke up today and took a warm hot shower. I was so thankful for warm water, let alone being able to shower. 
joy	to go to disney land 
anger	I was not happy when I didn't win the award.
joy	I am so thankful for the sun. It gives us sunlight for food, warmth, and so much more
anticipating	I can't wait for the new Venom movie to come out! I'm a big fan of Tom Hardy!
surprise	I was mortified when my pants ripped while getting out of my car
sad	Sometimes I think a lot about my childhood.
anticipating	I haven't had a date in a long time, but I know I will still get married one day.
fear	I watched the first Spiderman with Tobey Mcguire yesterday. Such a flashback to the past.
joy	I'm very thankful to my family for always being there for me.
joy	I need to get a job with real benefits soon, I'm very optimistic for the future.
joy	I finally thought my dog how to sit and give me her paw. I felt very accomplished and happy!
joy	I was really touched to watch my daughter program
trust	that my friend will do okay driving 
trust	I lost a lot of my muscle mass because I lost motivation and stopped lifting weights. I used to be a decent size in the past so that gives me assurance that I can get back to being big like before.
anticipating	I got everything I need for a quality work session this morning. My coffee, a hot shower, and some food/water. Should be an efficient day!
disgust	i peed in the sink a few days ago with dishes inside of it, the bathroom was full so i had to do it somehwere
anticipating	im going to start a new diet plan 
anticipating	I am ready for my bar exam.
sad	A little random but when I was a kid I wanted the new Hulk movie that came out. I went to the store and I picked out the DVD and begged my mom to buy it. She did and I went home to play it on the TV. Turns out I bought the old 1980's version and I was so disappointed!
sad	I felt bad when I had to drop my son off for daycare the first time!
